,location,date,vaccine,total_vaccinations
3677,Czechia,2021-12-07,Oxford/AstraZeneca,886479
3678,Czechia,2021-12-07,Pfizer/BioNTech,11629280
3679,Czechia,2021-12-08,Johnson&Johnson,399889
3680,Czechia,2021-12-08,Moderna,1170264
3681,Czechia,2021-12-08,Oxford/AstraZeneca,886482
3682,Czechia,2021-12-08,Pfizer/BioNTech,11709401
3683,Czechia,2021-12-09,Johnson&Johnson,400596
3684,Czechia,2021-12-09,Moderna,1185126
3685,Czechia,2021-12-09,Oxford/AstraZeneca,886487
3686,Czechia,2021-12-09,Pfizer/BioNTech,11794237
3687,Czechia,2021-12-10,Johnson&Johnson,401455
3688,Czechia,2021-12-10,Moderna,1198801
3689,Czechia,2021-12-10,Oxford/AstraZeneca,886491
3690,Czechia,2021-12-10,Pfizer/BioNTech,11880134
3691,Czechia,2021-12-11,Johnson&Johnson,401709
3692,Czechia,2021-12-11,Moderna,1200873
3693,Czechia,2021-12-11,Pfizer/BioNTech,11910542
3694,Czechia,2021-12-12,Johnson&Johnson,401879
3695,Czechia,2021-12-12,Moderna,1201880
3696,Czechia,2021-12-12,Oxford/AstraZeneca,886492
3697,Czechia,2021-12-12,Pfizer/BioNTech,11930977
3698,Czechia,2021-12-13,Johnson&Johnson,402307
3699,Czechia,2021-12-13,Moderna,1211043
3700,Czechia,2021-12-13,Oxford/AstraZeneca,886496
3701,Czechia,2021-12-13,Pfizer/BioNTech,12001361
3702,Czechia,2021-12-14,Johnson&Johnson,402853
3703,Czechia,2021-12-14,Moderna,1224894
3704,Czechia,2021-12-14,Oxford/AstraZeneca,886506
3705,Czechia,2021-12-14,Pfizer/BioNTech,12079811
3706,Czechia,2021-12-15,Johnson&Johnson,403328
3707,Czechia,2021-12-15,Moderna,1237879
3708,Czechia,2021-12-15,Oxford/AstraZeneca,886513
3709,Czechia,2021-12-15,Pfizer/BioNTech,12159473
3710,Czechia,2021-12-16,Johnson&Johnson,403807
3711,Czechia,2021-12-16,Moderna,1252870
3712,Czechia,2021-12-16,Oxford/AstraZeneca,886516
3713,Czechia,2021-12-16,Pfizer/BioNTech,12240250
3714,Czechia,2021-12-17,Johnson&Johnson,404259
3715,Czechia,2021-12-17,Moderna,1265621
3716,Czechia,2021-12-17,Oxford/AstraZeneca,886522
3717,Czechia,2021-12-17,Pfizer/BioNTech,12326340
3718,Czechia,2021-12-18,Johnson&Johnson,404450
3719,Czechia,2021-12-18,Moderna,1268089
3720,Czechia,2021-12-18,Oxford/AstraZeneca,886524
3721,Czechia,2021-12-18,Pfizer/BioNTech,12357193
3722,Czechia,2021-12-19,Johnson&Johnson,404541
3723,Czechia,2021-12-19,Moderna,1269853
3724,Czechia,2021-12-19,Pfizer/BioNTech,12377658
3725,Czechia,2021-12-20,Johnson&Johnson,404909
3726,Czechia,2021-12-20,Moderna,1279855
3727,Czechia,2021-12-20,Oxford/AstraZeneca,886529
3728,Czechia,2021-12-20,Pfizer/BioNTech,12452109
3729,Czechia,2021-12-21,Johnson&Johnson,405262
3730,Czechia,2021-12-21,Moderna,1291678
3731,Czechia,2021-12-21,Oxford/AstraZeneca,886532
3732,Czechia,2021-12-21,Pfizer/BioNTech,12527676
3733,Czechia,2021-12-22,Johnson&Johnson,405526
3734,Czechia,2021-12-22,Moderna,1301339
3735,Czechia,2021-12-22,Oxford/AstraZeneca,886533
3736,Czechia,2021-12-22,Pfizer/BioNTech,12593443
3737,Czechia,2021-12-23,Johnson&Johnson,405738
3738,Czechia,2021-12-23,Moderna,1305151
3739,Czechia,2021-12-23,Oxford/AstraZeneca,886535
3740,Czechia,2021-12-23,Pfizer/BioNTech,12625210
3741,Czechia,2021-12-24,Johnson&Johnson,405750
3742,Czechia,2021-12-24,Moderna,1305251
3743,Czechia,2021-12-24,Oxford/AstraZeneca,886536
3744,Czechia,2021-12-24,Pfizer/BioNTech,12625651
3745,Czechia,2021-12-25,Moderna,1305272
3746,Czechia,2021-12-25,Pfizer/BioNTech,12625661
3747,Czechia,2021-12-26,Moderna,1305449
3748,Czechia,2021-12-26,Pfizer/BioNTech,12626779
3749,Czechia,2021-12-27,Johnson&Johnson,405964
3750,Czechia,2021-12-27,Moderna,1312621
3751,Czechia,2021-12-27,Pfizer/BioNTech,12682368
3752,Czechia,2021-12-28,Johnson&Johnson,406167
3753,Czechia,2021-12-28,Moderna,1321445
3754,Czechia,2021-12-28,Oxford/AstraZeneca,886537
3755,Czechia,2021-12-28,Pfizer/BioNTech,12744861
3756,Czechia,2021-12-29,Johnson&Johnson,406373
3757,Czechia,2021-12-29,Moderna,1330397
3758,Czechia,2021-12-29,Oxford/AstraZeneca,886539
3759,Czechia,2021-12-29,Pfizer/BioNTech,12804152
3760,Czechia,2021-12-30,Johnson&Johnson,406522
3761,Czechia,2021-12-30,Moderna,1336562
3762,Czechia,2021-12-30,Pfizer/BioNTech,12851101
3763,Czechia,2021-12-31,Johnson&Johnson,406556
3764,Czechia,2021-12-31,Moderna,1337196
3765,Czechia,2021-12-31,Pfizer/BioNTech,12861377
3766,Czechia,2022-01-01,Johnson&Johnson,406561
3767,Czechia,2022-01-01,Moderna,1337209
3768,Czechia,2022-01-01,Pfizer/BioNTech,12861420
3769,Czechia,2022-01-02,Johnson&Johnson,406606
3770,Czechia,2022-01-02,Moderna,1338691
3771,Czechia,2022-01-02,Pfizer/BioNTech,12875188
3772,Czechia,2022-01-03,Johnson&Johnson,406841
3773,Czechia,2022-01-03,Moderna,1347589
3774,Czechia,2022-01-03,Oxford/AstraZeneca,886548
3775,Czechia,2022-01-03,Pfizer/BioNTech,12938148
3776,Czechia,2022-01-04,Johnson&Johnson,407102
3777,Czechia,2022-01-04,Moderna,1359872
3778,Czechia,2022-01-04,Oxford/AstraZeneca,886555
3779,Czechia,2022-01-04,Pfizer/BioNTech,13014945
3780,Czechia,2022-01-05,Johnson&Johnson,407336
3781,Czechia,2022-01-05,Moderna,1372608
3782,Czechia,2022-01-05,Oxford/AstraZeneca,886567
3783,Czechia,2022-01-05,Pfizer/BioNTech,13096381
3784,Czechia,2022-01-06,Johnson&Johnson,407544
3785,Czechia,2022-01-06,Moderna,1386892
3786,Czechia,2022-01-06,Oxford/AstraZeneca,886580
3787,Czechia,2022-01-06,Pfizer/BioNTech,13183857
3788,Czechia,2022-01-07,Johnson&Johnson,407885
3789,Czechia,2022-01-07,Moderna,1403717
3790,Czechia,2022-01-07,Oxford/AstraZeneca,886603
3791,Czechia,2022-01-07,Pfizer/BioNTech,13278487
3792,Czechia,2022-01-08,Johnson&Johnson,407983
3793,Czechia,2022-01-08,Moderna,1407257
3794,Czechia,2022-01-08,Oxford/AstraZeneca,886605
3795,Czechia,2022-01-08,Pfizer/BioNTech,13309329
3796,Czechia,2022-01-09,Johnson&Johnson,408055
3797,Czechia,2022-01-09,Moderna,1409132
3798,Czechia,2022-01-09,Pfizer/BioNTech,13327395
3799,Czechia,2022-01-10,Johnson&Johnson,408261
3800,Czechia,2022-01-10,Moderna,1419171
3801,Czechia,2022-01-10,Oxford/AstraZeneca,886609
3802,Czechia,2022-01-10,Pfizer/BioNTech,13396600
3803,Czechia,2022-01-11,Johnson&Johnson,408512
3804,Czechia,2022-01-11,Moderna,1430892
3805,Czechia,2022-01-11,Oxford/AstraZeneca,886617
3806,Czechia,2022-01-11,Pfizer/BioNTech,13472570
3807,Czechia,2022-01-12,Johnson&Johnson,408718
3808,Czechia,2022-01-12,Moderna,1443324
3809,Czechia,2022-01-12,Oxford/AstraZeneca,886629
3810,Czechia,2022-01-12,Pfizer/BioNTech,13547090
3811,Czechia,2022-01-13,Johnson&Johnson,408971
3812,Czechia,2022-01-13,Moderna,1456289
3813,Czechia,2022-01-13,Oxford/AstraZeneca,886639
3814,Czechia,2022-01-13,Pfizer/BioNTech,13619190
3815,Czechia,2022-01-14,Johnson&Johnson,409246
3816,Czechia,2022-01-14,Moderna,1469355
3817,Czechia,2022-01-14,Oxford/AstraZeneca,886651
3818,Czechia,2022-01-14,Pfizer/BioNTech,13698602
3819,Czechia,2022-01-15,Johnson&Johnson,409350
3820,Czechia,2022-01-15,Moderna,1471756
3821,Czechia,2022-01-15,Oxford/AstraZeneca,886652
3822,Czechia,2022-01-15,Pfizer/BioNTech,13720610
3823,Czechia,2022-01-16,Johnson&Johnson,409409
3824,Czechia,2022-01-16,Moderna,1472986
3825,Czechia,2022-01-16,Oxford/AstraZeneca,886656
3826,Czechia,2022-01-16,Pfizer/BioNTech,13732178
3827,Czechia,2022-01-17,Johnson&Johnson,409577
3828,Czechia,2022-01-17,Moderna,1479890
3829,Czechia,2022-01-17,Oxford/AstraZeneca,886664
3830,Czechia,2022-01-17,Pfizer/BioNTech,13778994
3831,Czechia,2022-01-18,Johnson&Johnson,409742
3832,Czechia,2022-01-18,Moderna,1488080
3833,Czechia,2022-01-18,Oxford/AstraZeneca,886665
3834,Czechia,2022-01-18,Pfizer/BioNTech,13828402
3835,Czechia,2022-01-19,Johnson&Johnson,409914
3836,Czechia,2022-01-19,Moderna,1494970
3837,Czechia,2022-01-19,Oxford/AstraZeneca,886688
3838,Czechia,2022-01-19,Pfizer/BioNTech,13873794
3839,Czechia,2022-01-20,Johnson&Johnson,410066
3840,Czechia,2022-01-20,Moderna,1502668
3841,Czechia,2022-01-20,Oxford/AstraZeneca,886700
3842,Czechia,2022-01-20,Pfizer/BioNTech,13920673
3843,Czechia,2022-01-21,Johnson&Johnson,410258
3844,Czechia,2022-01-21,Moderna,1510312
3845,Czechia,2022-01-21,Oxford/AstraZeneca,886704
3846,Czechia,2022-01-21,Pfizer/BioNTech,13974638
3847,Czechia,2022-01-22,Johnson&Johnson,410321
3848,Czechia,2022-01-22,Moderna,1511249
3849,Czechia,2022-01-22,Oxford/AstraZeneca,886705
3850,Czechia,2022-01-22,Pfizer/BioNTech,13984579
3851,Czechia,2022-01-23,Johnson&Johnson,410356
3852,Czechia,2022-01-23,Moderna,1511932
3853,Czechia,2022-01-23,Pfizer/BioNTech,13990386
3854,Czechia,2022-01-24,Johnson&Johnson,410480
3855,Czechia,2022-01-24,Moderna,1516060
3856,Czechia,2022-01-24,Oxford/AstraZeneca,886707
3857,Czechia,2022-01-24,Pfizer/BioNTech,14024140
3858,Czechia,2022-01-25,Johnson&Johnson,410626
3859,Czechia,2022-01-25,Moderna,1520673
3860,Czechia,2022-01-25,Oxford/AstraZeneca,886713
3861,Czechia,2022-01-25,Pfizer/BioNTech,14056691
3862,Czechia,2022-01-26,Johnson&Johnson,410713
3863,Czechia,2022-01-26,Moderna,1525281
3864,Czechia,2022-01-26,Oxford/AstraZeneca,886715
3865,Czechia,2022-01-26,Pfizer/BioNTech,14091538
3866,Czechia,2022-01-27,Johnson&Johnson,410815
3867,Czechia,2022-01-27,Moderna,1530493
3868,Czechia,2022-01-27,Oxford/AstraZeneca,886720
3869,Czechia,2022-01-27,Pfizer/BioNTech,14126056
3870,Czechia,2022-01-28,Johnson&Johnson,410963
3871,Czechia,2022-01-28,Moderna,1535994
3872,Czechia,2022-01-28,Oxford/AstraZeneca,886730
3873,Czechia,2022-01-28,Pfizer/BioNTech,14176845
3874,Czechia,2022-01-29,Johnson&Johnson,411001
3875,Czechia,2022-01-29,Moderna,1536893
3876,Czechia,2022-01-29,Pfizer/BioNTech,14187965
3877,Czechia,2022-01-30,Johnson&Johnson,411032
3878,Czechia,2022-01-30,Moderna,1537267
3879,Czechia,2022-01-30,Pfizer/BioNTech,14192370
3880,Czechia,2022-01-31,Johnson&Johnson,411126
3881,Czechia,2022-01-31,Moderna,1540180
3882,Czechia,2022-01-31,Pfizer/BioNTech,14219450
3883,Czechia,2022-02-01,Johnson&Johnson,411199
3884,Czechia,2022-02-01,Moderna,1543350
3885,Czechia,2022-02-01,Pfizer/BioNTech,14242034
3886,Czechia,2022-02-02,Johnson&Johnson,411273
3887,Czechia,2022-02-02,Moderna,1546353
3888,Czechia,2022-02-02,Pfizer/BioNTech,14265085
3889,Czechia,2022-02-03,Johnson&Johnson,411356
3890,Czechia,2022-02-03,Moderna,1549563
3891,Czechia,2022-02-03,Pfizer/BioNTech,14288096
3892,Czechia,2022-02-04,Johnson&Johnson,411445
3893,Czechia,2022-02-04,Moderna,1553062
3894,Czechia,2022-02-04,Pfizer/BioNTech,14320645
3895,Czechia,2022-02-05,Johnson&Johnson,411461
3896,Czechia,2022-02-05,Moderna,1553453
3897,Czechia,2022-02-05,Pfizer/BioNTech,14325896
3898,Czechia,2022-02-06,Johnson&Johnson,411467
3899,Czechia,2022-02-06,Moderna,1553684
3900,Czechia,2022-02-06,Pfizer/BioNTech,14327942
3901,Czechia,2022-02-07,Johnson&Johnson,411511
3902,Czechia,2022-02-07,Moderna,1555234
3903,Czechia,2022-02-07,Pfizer/BioNTech,14342615
3904,Czechia,2022-02-08,Johnson&Johnson,411554
3905,Czechia,2022-02-08,Moderna,1556882
3906,Czechia,2022-02-08,Pfizer/BioNTech,14356239
3907,Denmark,2020-12-18,Pfizer/BioNTech,1
3908,Denmark,2020-12-25,Pfizer/BioNTech,6
3909,Denmark,2021-01-01,Moderna,1
3910,Denmark,2021-01-01,Pfizer/BioNTech,5858
3911,Denmark,2021-01-08,Johnson&Johnson,4
3912,Denmark,2021-01-08,Moderna,17
3913,Denmark,2021-01-08,Oxford/AstraZeneca,1
3914,Denmark,2021-01-08,Pfizer/BioNTech,105740
3915,Denmark,2021-01-15,Moderna,1072
3916,Denmark,2021-01-15,Oxford/AstraZeneca,2
3917,Denmark,2021-01-15,Pfizer/BioNTech,155883
3918,Denmark,2021-01-22,Johnson&Johnson,5
3919,Denmark,2021-01-22,Moderna,2596
3920,Denmark,2021-01-22,Oxford/AstraZeneca,9
3921,Denmark,2021-01-22,Pfizer/BioNTech,189922
3922,Denmark,2021-01-29,Moderna,2654
3923,Denmark,2021-01-29,Oxford/AstraZeneca,16
3924,Denmark,2021-01-29,Pfizer/BioNTech,249491
3925,Denmark,2021-02-05,Johnson&Johnson,6
3926,Denmark,2021-02-05,Moderna,5812
3927,Denmark,2021-02-05,Oxford/AstraZeneca,38
3928,Denmark,2021-02-05,Pfizer/BioNTech,304722
3929,Denmark,2021-02-12,Moderna,11997
3930,Denmark,2021-02-12,Oxford/AstraZeneca,16305
3931,Denmark,2021-02-12,Pfizer/BioNTech,347272
3932,Denmark,2021-02-19,Moderna,13895
3933,Denmark,2021-02-19,Oxford/AstraZeneca,40517
3934,Denmark,2021-02-19,Pfizer/BioNTech,409215
3935,Denmark,2021-02-26,Moderna,15502
3936,Denmark,2021-02-26,Oxford/AstraZeneca,85275
3937,Denmark,2021-02-26,Pfizer/BioNTech,479044
3938,Denmark,2021-03-05,Johnson&Johnson,13
3939,Denmark,2021-03-05,Moderna,24551
3940,Denmark,2021-03-05,Oxford/AstraZeneca,133069
3941,Denmark,2021-03-05,Pfizer/BioNTech,548566
3942,Denmark,2021-03-12,Johnson&Johnson,24
3943,Denmark,2021-03-12,Moderna,34725
3944,Denmark,2021-03-12,Oxford/AstraZeneca,151265
3945,Denmark,2021-03-12,Pfizer/BioNTech,617873
3946,Denmark,2021-03-19,Johnson&Johnson,80
3947,Denmark,2021-03-19,Moderna,46852
3948,Denmark,2021-03-19,Oxford/AstraZeneca,151390
3949,Denmark,2021-03-19,Pfizer/BioNTech,710504
3950,Denmark,2021-03-26,Johnson&Johnson,123
3951,Denmark,2021-03-26,Moderna,55090
3952,Denmark,2021-03-26,Oxford/AstraZeneca,151529
3953,Denmark,2021-03-26,Pfizer/BioNTech,805593
3954,Denmark,2021-04-02,Johnson&Johnson,184
3955,Denmark,2021-04-02,Moderna,74813
3956,Denmark,2021-04-02,Oxford/AstraZeneca,151640
3957,Denmark,2021-04-02,Pfizer/BioNTech,909202
3958,Denmark,2021-04-09,Johnson&Johnson,318
3959,Denmark,2021-04-09,Moderna,93069
3960,Denmark,2021-04-09,Oxford/AstraZeneca,151747
3961,Denmark,2021-04-09,Pfizer/BioNTech,1038159
3962,Denmark,2021-04-16,Johnson&Johnson,337
3963,Denmark,2021-04-16,Moderna,113395
3964,Denmark,2021-04-16,Oxford/AstraZeneca,151866
3965,Denmark,2021-04-16,Pfizer/BioNTech,1260112
3966,Denmark,2021-04-23,Johnson&Johnson,339
3967,Denmark,2021-04-23,Moderna,125268
3968,Denmark,2021-04-23,Oxford/AstraZeneca,151984
3969,Denmark,2021-04-23,Pfizer/BioNTech,1470387
3970,Denmark,2021-04-30,Johnson&Johnson,382
3971,Denmark,2021-04-30,Moderna,150558
3972,Denmark,2021-04-30,Oxford/AstraZeneca,152130
3973,Denmark,2021-04-30,Pfizer/BioNTech,1680594
3974,Denmark,2021-05-07,Johnson&Johnson,440
3975,Denmark,2021-05-07,Moderna,185634
3976,Denmark,2021-05-07,Oxford/AstraZeneca,152288
3977,Denmark,2021-05-07,Pfizer/BioNTech,1979988
3978,Denmark,2021-05-14,Johnson&Johnson,539
3979,Denmark,2021-05-14,Moderna,221133
3980,Denmark,2021-05-14,Oxford/AstraZeneca,152469
3981,Denmark,2021-05-14,Pfizer/BioNTech,2275063
3982,Denmark,2021-05-21,Johnson&Johnson,696
3983,Denmark,2021-05-21,Moderna,266204
3984,Denmark,2021-05-21,Oxford/AstraZeneca,152674
3985,Denmark,2021-05-21,Pfizer/BioNTech,2581032
3986,Denmark,2021-05-28,Johnson&Johnson,1658
3987,Denmark,2021-05-28,Moderna,297739
3988,Denmark,2021-05-28,Oxford/AstraZeneca,152921
3989,Denmark,2021-05-28,Pfizer/BioNTech,2874524
3990,Denmark,2021-06-04,Johnson&Johnson,11267
3991,Denmark,2021-06-04,Moderna,329819
3992,Denmark,2021-06-04,Oxford/AstraZeneca,153118
3993,Denmark,2021-06-04,Pfizer/BioNTech,3190239
3994,Denmark,2021-06-11,Johnson&Johnson,30156
3995,Denmark,2021-06-11,Moderna,354105
3996,Denmark,2021-06-11,Oxford/AstraZeneca,153477
3997,Denmark,2021-06-11,Pfizer/BioNTech,3575990
3998,Denmark,2021-06-18,Johnson&Johnson,39825
3999,Denmark,2021-06-18,Moderna,392682
4000,Denmark,2021-06-18,Oxford/AstraZeneca,153733
4001,Denmark,2021-06-18,Pfizer/BioNTech,3950569
4002,Denmark,2021-06-25,Johnson&Johnson,43403
4003,Denmark,2021-06-25,Moderna,430567
4004,Denmark,2021-06-25,Oxford/AstraZeneca,153870
4005,Denmark,2021-06-25,Pfizer/BioNTech,4318197
4006,Denmark,2021-07-02,Johnson&Johnson,45102
4007,Denmark,2021-07-02,Moderna,469920
4008,Denmark,2021-07-02,Oxford/AstraZeneca,154021
4009,Denmark,2021-07-02,Pfizer/BioNTech,4691416
4010,Denmark,2021-07-09,Johnson&Johnson,45681
4011,Denmark,2021-07-09,Moderna,546447
4012,Denmark,2021-07-09,Oxford/AstraZeneca,154129
4013,Denmark,2021-07-09,Pfizer/BioNTech,5109120
4014,Denmark,2021-07-16,Johnson&Johnson,45974
4015,Denmark,2021-07-16,Moderna,657308
4016,Denmark,2021-07-16,Oxford/AstraZeneca,154276
4017,Denmark,2021-07-16,Pfizer/BioNTech,5497984
4018,Denmark,2021-07-23,Johnson&Johnson,46190
4019,Denmark,2021-07-23,Moderna,734873
4020,Denmark,2021-07-23,Oxford/AstraZeneca,154419
4021,Denmark,2021-07-23,Pfizer/BioNTech,5848105
4022,Denmark,2021-07-30,Johnson&Johnson,46310
4023,Denmark,2021-07-30,Moderna,779460
4024,Denmark,2021-07-30,Oxford/AstraZeneca,154537
4025,Denmark,2021-07-30,Pfizer/BioNTech,6110106
4026,Denmark,2021-08-06,Johnson&Johnson,46414
4027,Denmark,2021-08-06,Moderna,841526
4028,Denmark,2021-08-06,Oxford/AstraZeneca,154609
4029,Denmark,2021-08-06,Pfizer/BioNTech,6340010
4030,Denmark,2021-08-13,Johnson&Johnson,46489
4031,Denmark,2021-08-13,Moderna,951881
4032,Denmark,2021-08-13,Oxford/AstraZeneca,154675
4033,Denmark,2021-08-13,Pfizer/BioNTech,6559655
4034,Denmark,2021-08-20,Johnson&Johnson,46546
4035,Denmark,2021-08-20,Moderna,1022364
4036,Denmark,2021-08-20,Oxford/AstraZeneca,154733
4037,Denmark,2021-08-20,Pfizer/BioNTech,6684201
4038,Denmark,2021-08-27,Johnson&Johnson,46611
4039,Denmark,2021-08-27,Moderna,1071356
4040,Denmark,2021-08-27,Oxford/AstraZeneca,154784
4041,Denmark,2021-08-27,Pfizer/BioNTech,6756004
4042,Denmark,2021-09-03,Johnson&Johnson,46643
4043,Denmark,2021-09-03,Moderna,1095678
4044,Denmark,2021-09-03,Oxford/AstraZeneca,154828
4045,Denmark,2021-09-03,Pfizer/BioNTech,6800634
4046,Denmark,2021-09-10,Johnson&Johnson,46650
4047,Denmark,2021-09-10,Moderna,1108910
4048,Denmark,2021-09-10,Oxford/AstraZeneca,154866
4049,Denmark,2021-09-10,Pfizer/BioNTech,6834606
4050,Denmark,2021-09-17,Johnson&Johnson,46661
4051,Denmark,2021-09-17,Moderna,1119910
4052,Denmark,2021-09-17,Oxford/AstraZeneca,154887
4053,Denmark,2021-09-17,Pfizer/BioNTech,6881245
4054,Denmark,2021-09-24,Johnson&Johnson,46672
4055,Denmark,2021-09-24,Moderna,1129119
4056,Denmark,2021-09-24,Oxford/AstraZeneca,154918
4057,Denmark,2021-09-24,Pfizer/BioNTech,6922187
4058,Denmark,2021-10-01,Johnson&Johnson,46692
4059,Denmark,2021-10-01,Moderna,1137537
4060,Denmark,2021-10-01,Oxford/AstraZeneca,154937
4061,Denmark,2021-10-01,Pfizer/BioNTech,6947497
4062,Denmark,2021-10-08,Johnson&Johnson,46709
4063,Denmark,2021-10-08,Moderna,1149532
4064,Denmark,2021-10-08,Oxford/AstraZeneca,154960
4065,Denmark,2021-10-08,Pfizer/BioNTech,6977909
4066,Denmark,2021-10-15,Johnson&Johnson,46725
4067,Denmark,2021-10-15,Moderna,1160831
4068,Denmark,2021-10-15,Oxford/AstraZeneca,154982
4069,Denmark,2021-10-15,Pfizer/BioNTech,7017170
4070,Denmark,2021-10-22,Johnson&Johnson,46747
4071,Denmark,2021-10-22,Moderna,1170426
4072,Denmark,2021-10-22,Oxford/AstraZeneca,155001
4073,Denmark,2021-10-22,Pfizer/BioNTech,7099630
4074,Denmark,2021-10-29,Johnson&Johnson,46763
4075,Denmark,2021-10-29,Moderna,1181754
4076,Denmark,2021-10-29,Oxford/AstraZeneca,155018
4077,Denmark,2021-10-29,Pfizer/BioNTech,7180666
4078,Denmark,2021-11-05,Johnson&Johnson,46772
4079,Denmark,2021-11-05,Moderna,1195143
4080,Denmark,2021-11-05,Oxford/AstraZeneca,155045
4081,Denmark,2021-11-05,Pfizer/BioNTech,7255919
4082,Denmark,2021-11-12,Johnson&Johnson,46795
4083,Denmark,2021-11-12,Moderna,1217369
4084,Denmark,2021-11-12,Oxford/AstraZeneca,155073
4085,Denmark,2021-11-12,Pfizer/BioNTech,7349518
4086,Denmark,2021-11-19,Johnson&Johnson,46828
4087,Denmark,2021-11-19,Moderna,1238212
4088,Denmark,2021-11-19,Oxford/AstraZeneca,155100
4089,Denmark,2021-11-19,Pfizer/BioNTech,7477643
4090,Denmark,2021-11-26,Johnson&Johnson,46860
4091,Denmark,2021-11-26,Moderna,1265400
4092,Denmark,2021-11-26,Oxford/AstraZeneca,155119
4093,Denmark,2021-11-26,Pfizer/BioNTech,7665796
4094,Denmark,2021-12-03,Johnson&Johnson,46913
4095,Denmark,2021-12-03,Moderna,1291201
4096,Denmark,2021-12-03,Oxford/AstraZeneca,155147
4097,Denmark,2021-12-03,Pfizer/BioNTech,7857139
4098,Denmark,2021-12-10,Johnson&Johnson,46946
4099,Denmark,2021-12-10,Moderna,1328731
4100,Denmark,2021-12-10,Oxford/AstraZeneca,155194
4101,Denmark,2021-12-10,Pfizer/BioNTech,8136386
4102,Denmark,2021-12-17,Johnson&Johnson,46971
4103,Denmark,2021-12-17,Moderna,1400748
4104,Denmark,2021-12-17,Oxford/AstraZeneca,155272
4105,Denmark,2021-12-17,Pfizer/BioNTech,8868404
4106,Denmark,2021-12-24,Johnson&Johnson,46989
4107,Denmark,2021-12-24,Moderna,1448234
4108,Denmark,2021-12-24,Oxford/AstraZeneca,155310
4109,Denmark,2021-12-24,Pfizer/BioNTech,9307036
4110,Denmark,2021-12-31,Johnson&Johnson,47002
4111,Denmark,2021-12-31,Moderna,1499264
4112,Denmark,2021-12-31,Oxford/AstraZeneca,155349
4113,Denmark,2021-12-31,Pfizer/BioNTech,9611155
4114,Denmark,2022-01-07,Johnson&Johnson,47027
4115,Denmark,2022-01-07,Moderna,1568168
4116,Denmark,2022-01-07,Oxford/AstraZeneca,155373
4117,Denmark,2022-01-07,Pfizer/BioNTech,9852874
4118,Denmark,2022-01-14,Johnson&Johnson,47040
4119,Denmark,2022-01-14,Moderna,1623018
4120,Denmark,2022-01-14,Oxford/AstraZeneca,155388
4121,Denmark,2022-01-14,Pfizer/BioNTech,10017648
4122,Denmark,2022-01-21,Johnson&Johnson,47051
4123,Denmark,2022-01-21,Moderna,1662835
4124,Denmark,2022-01-21,Oxford/AstraZeneca,155400
4125,Denmark,2022-01-21,Pfizer/BioNTech,10130235
4126,Denmark,2022-01-28,Johnson&Johnson,47062
4127,Denmark,2022-01-28,Moderna,1681529
4128,Denmark,2022-01-28,Oxford/AstraZeneca,155404
4129,Denmark,2022-01-28,Pfizer/BioNTech,10185259
4130,Ecuador,2021-01-20,Pfizer/BioNTech,17
4131,Ecuador,2021-01-21,Pfizer/BioNTech,3008
4132,Ecuador,2021-01-22,Pfizer/BioNTech,3811
4133,Ecuador,2021-01-23,Pfizer/BioNTech,3848
4134,Ecuador,2021-01-24,Pfizer/BioNTech,3848
4135,Ecuador,2021-01-25,Pfizer/BioNTech,5116
4136,Ecuador,2021-01-26,Pfizer/BioNTech,5876
4137,Ecuador,2021-01-27,Pfizer/BioNTech,6580
4138,Ecuador,2021-01-28,Pfizer/BioNTech,6802
4139,Ecuador,2021-01-29,Pfizer/BioNTech,7090
4140,Ecuador,2021-01-29,Sinovac,1
4141,Ecuador,2021-01-30,Pfizer/BioNTech,7090
4142,Ecuador,2021-01-30,Sinovac,1
4143,Ecuador,2021-01-31,Pfizer/BioNTech,7132
4144,Ecuador,2021-01-31,Sinovac,1
4145,Ecuador,2021-02-01,Pfizer/BioNTech,8520
4146,Ecuador,2021-02-01,Sinovac,1
4147,Ecuador,2021-02-02,Pfizer/BioNTech,9721
4148,Ecuador,2021-02-02,Sinovac,1
4149,Ecuador,2021-02-03,Pfizer/BioNTech,12357
4150,Ecuador,2021-02-03,Sinovac,1
4151,Ecuador,2021-02-04,Oxford/AstraZeneca,1
4152,Ecuador,2021-02-04,Pfizer/BioNTech,12465
4153,Ecuador,2021-02-04,Sinovac,1
4154,Ecuador,2021-02-05,Oxford/AstraZeneca,1
4155,Ecuador,2021-02-05,Pfizer/BioNTech,12468
4156,Ecuador,2021-02-05,Sinovac,1
4157,Ecuador,2021-02-06,Oxford/AstraZeneca,1
4158,Ecuador,2021-02-06,Pfizer/BioNTech,12469
4159,Ecuador,2021-02-06,Sinovac,1
4160,Ecuador,2021-02-07,Oxford/AstraZeneca,1
4161,Ecuador,2021-02-07,Pfizer/BioNTech,12469
4162,Ecuador,2021-02-07,Sinovac,1
4163,Ecuador,2021-02-08,Oxford/AstraZeneca,1
4164,Ecuador,2021-02-08,Pfizer/BioNTech,12471
4165,Ecuador,2021-02-08,Sinovac,1
4166,Ecuador,2021-02-09,Oxford/AstraZeneca,1
