,location,date,vaccine,total_vaccinations
24241,Uruguay,2021-12-23,Sinovac,3247517
24242,Uruguay,2021-12-24,Oxford/AstraZeneca,89631
24243,Uruguay,2021-12-24,Pfizer/BioNTech,2104980
24244,Uruguay,2021-12-24,Sinovac,3247517
24245,Uruguay,2021-12-25,Oxford/AstraZeneca,89631
24246,Uruguay,2021-12-25,Pfizer/BioNTech,2104980
24247,Uruguay,2021-12-25,Sinovac,3247517
24248,Uruguay,2021-12-26,Oxford/AstraZeneca,89631
24249,Uruguay,2021-12-26,Pfizer/BioNTech,2104980
24250,Uruguay,2021-12-26,Sinovac,3247517
24251,Uruguay,2021-12-27,Oxford/AstraZeneca,89633
24252,Uruguay,2021-12-27,Pfizer/BioNTech,2106256
24253,Uruguay,2021-12-27,Sinovac,3247519
24254,Uruguay,2021-12-28,Oxford/AstraZeneca,89633
24255,Uruguay,2021-12-28,Pfizer/BioNTech,2107573
24256,Uruguay,2021-12-28,Sinovac,3247526
24257,Uruguay,2021-12-29,Oxford/AstraZeneca,89633
24258,Uruguay,2021-12-29,Pfizer/BioNTech,2108237
24259,Uruguay,2021-12-29,Sinovac,3247527
24260,Uruguay,2021-12-30,Oxford/AstraZeneca,89633
24261,Uruguay,2021-12-30,Pfizer/BioNTech,2108488
24262,Uruguay,2021-12-30,Sinovac,3247530
24263,Uruguay,2021-12-31,Oxford/AstraZeneca,89633
24264,Uruguay,2021-12-31,Pfizer/BioNTech,2108490
24265,Uruguay,2021-12-31,Sinovac,3247531
24266,Uruguay,2022-01-01,Oxford/AstraZeneca,89633
24267,Uruguay,2022-01-01,Pfizer/BioNTech,2108490
24268,Uruguay,2022-01-01,Sinovac,3247531
24269,Uruguay,2022-01-02,Oxford/AstraZeneca,89633
24270,Uruguay,2022-01-02,Pfizer/BioNTech,2108490
24271,Uruguay,2022-01-02,Sinovac,3247531
24272,Uruguay,2022-01-03,Oxford/AstraZeneca,89633
24273,Uruguay,2022-01-03,Pfizer/BioNTech,2110146
24274,Uruguay,2022-01-03,Sinovac,3247549
24275,Uruguay,2022-01-04,Oxford/AstraZeneca,89633
24276,Uruguay,2022-01-04,Pfizer/BioNTech,2111691
24277,Uruguay,2022-01-04,Sinovac,3247556
24278,Uruguay,2022-01-05,Oxford/AstraZeneca,89634
24279,Uruguay,2022-01-05,Pfizer/BioNTech,2112587
24280,Uruguay,2022-01-05,Sinovac,3247557
24281,Uruguay,2022-01-06,Oxford/AstraZeneca,89635
24282,Uruguay,2022-01-06,Pfizer/BioNTech,2112587
24283,Uruguay,2022-01-06,Sinovac,3247557
24284,Uruguay,2022-01-07,Oxford/AstraZeneca,89635
24285,Uruguay,2022-01-07,Pfizer/BioNTech,2112987
24286,Uruguay,2022-01-07,Sinovac,3247558
24287,Uruguay,2022-01-08,Oxford/AstraZeneca,89635
24288,Uruguay,2022-01-08,Pfizer/BioNTech,2112987
24289,Uruguay,2022-01-08,Sinovac,3247558
24290,Uruguay,2022-01-09,Oxford/AstraZeneca,89635
24291,Uruguay,2022-01-09,Pfizer/BioNTech,2112987
24292,Uruguay,2022-01-09,Sinovac,3247558
24293,Uruguay,2022-01-10,Oxford/AstraZeneca,89635
24294,Uruguay,2022-01-10,Pfizer/BioNTech,2120978
24295,Uruguay,2022-01-10,Sinovac,3247585
24296,Uruguay,2022-01-11,Oxford/AstraZeneca,89635
24297,Uruguay,2022-01-11,Pfizer/BioNTech,2122877
24298,Uruguay,2022-01-11,Sinovac,3247586
24299,Uruguay,2022-01-12,Oxford/AstraZeneca,89635
24300,Uruguay,2022-01-12,Pfizer/BioNTech,2136211
24301,Uruguay,2022-01-12,Sinovac,3247603
24302,Uruguay,2022-01-13,Oxford/AstraZeneca,89635
24303,Uruguay,2022-01-13,Pfizer/BioNTech,2149473
24304,Uruguay,2022-01-13,Sinovac,3247604
24305,Uruguay,2022-01-14,Oxford/AstraZeneca,89635
24306,Uruguay,2022-01-14,Pfizer/BioNTech,2156596
24307,Uruguay,2022-01-14,Sinovac,3247605
24308,Uruguay,2022-01-15,Oxford/AstraZeneca,89635
24309,Uruguay,2022-01-15,Pfizer/BioNTech,2156747
24310,Uruguay,2022-01-15,Sinovac,3247605
24311,Uruguay,2022-01-16,Oxford/AstraZeneca,89635
24312,Uruguay,2022-01-16,Pfizer/BioNTech,2156750
24313,Uruguay,2022-01-16,Sinovac,3247605
24314,Uruguay,2022-01-17,Oxford/AstraZeneca,89635
24315,Uruguay,2022-01-17,Pfizer/BioNTech,2165451
24316,Uruguay,2022-01-17,Sinovac,3247607
24317,Uruguay,2022-01-18,Oxford/AstraZeneca,89635
24318,Uruguay,2022-01-18,Pfizer/BioNTech,2174998
24319,Uruguay,2022-01-18,Sinovac,3247607
24320,Uruguay,2022-01-19,Oxford/AstraZeneca,89635
24321,Uruguay,2022-01-19,Pfizer/BioNTech,2185634
24322,Uruguay,2022-01-19,Sinovac,3247607
24323,Uruguay,2022-01-20,Oxford/AstraZeneca,89635
24324,Uruguay,2022-01-20,Pfizer/BioNTech,2196599
24325,Uruguay,2022-01-20,Sinovac,3247608
24326,Uruguay,2022-01-21,Oxford/AstraZeneca,89635
24327,Uruguay,2022-01-21,Pfizer/BioNTech,2201701
24328,Uruguay,2022-01-21,Sinovac,3247612
24329,Uruguay,2022-01-22,Oxford/AstraZeneca,89635
24330,Uruguay,2022-01-22,Pfizer/BioNTech,2201861
24331,Uruguay,2022-01-22,Sinovac,3247612
24332,Uruguay,2022-01-23,Oxford/AstraZeneca,89635
24333,Uruguay,2022-01-23,Pfizer/BioNTech,2201861
24334,Uruguay,2022-01-23,Sinovac,3247612
24335,Uruguay,2022-01-24,Oxford/AstraZeneca,89635
24336,Uruguay,2022-01-24,Pfizer/BioNTech,2211915
24337,Uruguay,2022-01-24,Sinovac,3247615
24338,Uruguay,2022-01-25,Oxford/AstraZeneca,89635
24339,Uruguay,2022-01-25,Pfizer/BioNTech,2220819
24340,Uruguay,2022-01-25,Sinovac,3247617
24341,Uruguay,2022-01-26,Oxford/AstraZeneca,89635
24342,Uruguay,2022-01-26,Pfizer/BioNTech,2232215
24343,Uruguay,2022-01-26,Sinovac,3247617
24344,Uruguay,2022-01-27,Oxford/AstraZeneca,89635
24345,Uruguay,2022-01-27,Pfizer/BioNTech,2242965
24346,Uruguay,2022-01-27,Sinovac,3247619
24347,Uruguay,2022-01-28,Oxford/AstraZeneca,89635
24348,Uruguay,2022-01-28,Pfizer/BioNTech,2248293
24349,Uruguay,2022-01-28,Sinovac,3247621
24350,Uruguay,2022-01-29,Oxford/AstraZeneca,89635
24351,Uruguay,2022-01-29,Pfizer/BioNTech,2248324
24352,Uruguay,2022-01-29,Sinovac,3247621
24353,Uruguay,2022-01-30,Oxford/AstraZeneca,89635
24354,Uruguay,2022-01-30,Pfizer/BioNTech,2248325
24355,Uruguay,2022-01-30,Sinovac,3247621
24356,Uruguay,2022-01-31,Oxford/AstraZeneca,89635
24357,Uruguay,2022-01-31,Pfizer/BioNTech,2257759
24358,Uruguay,2022-01-31,Sinovac,3247623
24359,Uruguay,2022-02-01,Oxford/AstraZeneca,89635
24360,Uruguay,2022-02-01,Pfizer/BioNTech,2263519
24361,Uruguay,2022-02-01,Sinovac,3247625
24362,Uruguay,2022-02-02,Oxford/AstraZeneca,89635
24363,Uruguay,2022-02-02,Pfizer/BioNTech,2270253
24364,Uruguay,2022-02-02,Sinovac,3247627
24365,Uruguay,2022-02-03,Oxford/AstraZeneca,89635
24366,Uruguay,2022-02-03,Pfizer/BioNTech,2278913
24367,Uruguay,2022-02-03,Sinovac,3247629
24368,Uruguay,2022-02-04,Oxford/AstraZeneca,89635
24369,Uruguay,2022-02-04,Pfizer/BioNTech,2285379
24370,Uruguay,2022-02-04,Sinovac,3247630
24371,Uruguay,2022-02-05,Oxford/AstraZeneca,89635
24372,Uruguay,2022-02-05,Pfizer/BioNTech,2285380
24373,Uruguay,2022-02-05,Sinovac,3247630
24374,Uruguay,2022-02-06,Oxford/AstraZeneca,89635
24375,Uruguay,2022-02-06,Pfizer/BioNTech,2285380
24376,Uruguay,2022-02-06,Sinovac,3247630
24377,Uruguay,2022-02-07,Oxford/AstraZeneca,89635
24378,Uruguay,2022-02-07,Pfizer/BioNTech,2296397
24379,Uruguay,2022-02-07,Sinovac,3247630
24380,Uruguay,2022-02-08,Oxford/AstraZeneca,89635
24381,Uruguay,2022-02-08,Pfizer/BioNTech,2300150
24382,Uruguay,2022-02-08,Sinovac,3247630
24383,Uruguay,2022-02-09,Oxford/AstraZeneca,89635
24384,Uruguay,2022-02-09,Pfizer/BioNTech,2303710
24385,Uruguay,2022-02-09,Sinovac,3247630
24386,European Union,2020-12-27,Johnson&Johnson,0
24387,European Union,2020-12-27,Moderna,13
24388,European Union,2020-12-27,Oxford/AstraZeneca,1
24389,European Union,2020-12-27,Pfizer/BioNTech,34567
24390,European Union,2020-12-27,Sinopharm/Beijing,0
24391,European Union,2020-12-27,Sinovac,0
24392,European Union,2020-12-27,Sputnik V,0
24393,European Union,2020-12-28,Johnson&Johnson,0
24394,European Union,2020-12-28,Moderna,18
24395,European Union,2020-12-28,Oxford/AstraZeneca,2
24396,European Union,2020-12-28,Pfizer/BioNTech,58788
24397,European Union,2020-12-28,Sinopharm/Beijing,0
24398,European Union,2020-12-28,Sinovac,0
24399,European Union,2020-12-28,Sputnik V,0
24400,European Union,2020-12-29,Johnson&Johnson,0
24401,European Union,2020-12-29,Moderna,23
24402,European Union,2020-12-29,Oxford/AstraZeneca,3
24403,European Union,2020-12-29,Pfizer/BioNTech,115992
24404,European Union,2020-12-29,Sinopharm/Beijing,0
24405,European Union,2020-12-29,Sinovac,0
24406,European Union,2020-12-29,Sputnik V,0
24407,European Union,2020-12-30,Johnson&Johnson,0
24408,European Union,2020-12-30,Moderna,36
24409,European Union,2020-12-30,Oxford/AstraZeneca,3
24410,European Union,2020-12-30,Pfizer/BioNTech,192681
24411,European Union,2020-12-30,Sinopharm/Beijing,0
24412,European Union,2020-12-30,Sinovac,0
24413,European Union,2020-12-30,Sputnik V,0
24414,European Union,2020-12-31,Johnson&Johnson,0
24415,European Union,2020-12-31,Moderna,39
24416,European Union,2020-12-31,Oxford/AstraZeneca,4
24417,European Union,2020-12-31,Pfizer/BioNTech,274916
24418,European Union,2020-12-31,Sinopharm/Beijing,0
24419,European Union,2020-12-31,Sinovac,0
24420,European Union,2020-12-31,Sputnik V,0
24421,European Union,2021-01-01,Johnson&Johnson,3
24422,European Union,2021-01-01,Moderna,69
24423,European Union,2021-01-01,Oxford/AstraZeneca,9
24424,European Union,2021-01-01,Pfizer/BioNTech,342640
24425,European Union,2021-01-01,Sinopharm/Beijing,0
24426,European Union,2021-01-01,Sinovac,0
24427,European Union,2021-01-01,Sputnik V,0
24428,European Union,2021-01-02,Johnson&Johnson,5
24429,European Union,2021-01-02,Moderna,81
24430,European Union,2021-01-02,Oxford/AstraZeneca,9
24431,European Union,2021-01-02,Pfizer/BioNTech,433034
24432,European Union,2021-01-02,Sinopharm/Beijing,0
24433,European Union,2021-01-02,Sinovac,0
24434,European Union,2021-01-02,Sputnik V,0
24435,European Union,2021-01-03,Johnson&Johnson,5
24436,European Union,2021-01-03,Moderna,119
24437,European Union,2021-01-03,Oxford/AstraZeneca,9
24438,European Union,2021-01-03,Pfizer/BioNTech,493211
24439,European Union,2021-01-03,Sinopharm/Beijing,0
24440,European Union,2021-01-03,Sinovac,0
24441,European Union,2021-01-03,Sputnik V,0
24442,European Union,2021-01-04,Johnson&Johnson,32
24443,European Union,2021-01-04,Moderna,167
24444,European Union,2021-01-04,Oxford/AstraZeneca,9
24445,European Union,2021-01-04,Pfizer/BioNTech,627333
24446,European Union,2021-01-04,Sinopharm/Beijing,0
24447,European Union,2021-01-04,Sinovac,0
24448,European Union,2021-01-04,Sputnik V,0
24449,European Union,2021-01-05,Johnson&Johnson,34
24450,European Union,2021-01-05,Moderna,194
24451,European Union,2021-01-05,Oxford/AstraZeneca,9
24452,European Union,2021-01-05,Pfizer/BioNTech,788148
24453,European Union,2021-01-05,Sinopharm/Beijing,0
24454,European Union,2021-01-05,Sinovac,0
24455,European Union,2021-01-05,Sputnik V,0
24456,European Union,2021-01-06,Johnson&Johnson,36
24457,European Union,2021-01-06,Moderna,222
24458,European Union,2021-01-06,Oxford/AstraZeneca,12
24459,European Union,2021-01-06,Pfizer/BioNTech,952029
24460,European Union,2021-01-06,Sinopharm/Beijing,0
24461,European Union,2021-01-06,Sinovac,0
24462,European Union,2021-01-06,Sputnik V,0
24463,European Union,2021-01-07,Johnson&Johnson,39
24464,European Union,2021-01-07,Moderna,248
24465,European Union,2021-01-07,Oxford/AstraZeneca,15
24466,European Union,2021-01-07,Pfizer/BioNTech,1155726
24467,European Union,2021-01-07,Sinopharm/Beijing,0
24468,European Union,2021-01-07,Sinovac,0
24469,European Union,2021-01-07,Sputnik V,0
24470,European Union,2021-01-08,Johnson&Johnson,73
24471,European Union,2021-01-08,Moderna,610
24472,European Union,2021-01-08,Oxford/AstraZeneca,256
24473,European Union,2021-01-08,Pfizer/BioNTech,2619012
24474,European Union,2021-01-08,Sinopharm/Beijing,0
24475,European Union,2021-01-08,Sinovac,0
24476,European Union,2021-01-08,Sputnik V,0
24477,European Union,2021-01-09,Johnson&Johnson,73
24478,European Union,2021-01-09,Moderna,687
24479,European Union,2021-01-09,Oxford/AstraZeneca,259
24480,European Union,2021-01-09,Pfizer/BioNTech,2791276
24481,European Union,2021-01-09,Sinopharm/Beijing,0
24482,European Union,2021-01-09,Sinovac,0
24483,European Union,2021-01-09,Sputnik V,0
24484,European Union,2021-01-10,Johnson&Johnson,74
24485,European Union,2021-01-10,Moderna,719
24486,European Union,2021-01-10,Oxford/AstraZeneca,260
24487,European Union,2021-01-10,Pfizer/BioNTech,2902369
24488,European Union,2021-01-10,Sinopharm/Beijing,0
24489,European Union,2021-01-10,Sinovac,0
24490,European Union,2021-01-10,Sputnik V,0
24491,European Union,2021-01-11,Johnson&Johnson,77
24492,European Union,2021-01-11,Moderna,949
24493,European Union,2021-01-11,Oxford/AstraZeneca,262
24494,European Union,2021-01-11,Pfizer/BioNTech,3120991
24495,European Union,2021-01-11,Sinopharm/Beijing,0
24496,European Union,2021-01-11,Sinovac,0
24497,European Union,2021-01-11,Sputnik V,0
24498,European Union,2021-01-12,Johnson&Johnson,78
24499,European Union,2021-01-12,Moderna,1170
24500,European Union,2021-01-12,Oxford/AstraZeneca,268
24501,European Union,2021-01-12,Pfizer/BioNTech,3375932
24502,European Union,2021-01-12,Sinopharm/Beijing,0
24503,European Union,2021-01-12,Sinovac,0
24504,European Union,2021-01-12,Sputnik V,0
24505,European Union,2021-01-13,Johnson&Johnson,78
24506,European Union,2021-01-13,Moderna,2632
24507,European Union,2021-01-13,Oxford/AstraZeneca,268
24508,European Union,2021-01-13,Pfizer/BioNTech,3676298
24509,European Union,2021-01-13,Sinopharm/Beijing,0
24510,European Union,2021-01-13,Sinovac,0
24511,European Union,2021-01-13,Sputnik V,0
24512,European Union,2021-01-14,Johnson&Johnson,78
24513,European Union,2021-01-14,Moderna,11535
24514,European Union,2021-01-14,Oxford/AstraZeneca,274
24515,European Union,2021-01-14,Pfizer/BioNTech,3960100
24516,European Union,2021-01-14,Sinopharm/Beijing,0
24517,European Union,2021-01-14,Sinovac,0
24518,European Union,2021-01-14,Sputnik V,0
24519,European Union,2021-01-15,Johnson&Johnson,82
24520,European Union,2021-01-15,Moderna,37710
24521,European Union,2021-01-15,Oxford/AstraZeneca,437
24522,European Union,2021-01-15,Pfizer/BioNTech,5676378
24523,European Union,2021-01-15,Sinopharm/Beijing,1
24524,European Union,2021-01-15,Sinovac,0
24525,European Union,2021-01-15,Sputnik V,0
24526,European Union,2021-01-16,Johnson&Johnson,83
24527,European Union,2021-01-16,Moderna,41162
24528,European Union,2021-01-16,Oxford/AstraZeneca,441
24529,European Union,2021-01-16,Pfizer/BioNTech,5833982
24530,European Union,2021-01-16,Sinopharm/Beijing,1
24531,European Union,2021-01-16,Sinovac,0
24532,European Union,2021-01-16,Sputnik V,0
24533,European Union,2021-01-17,Johnson&Johnson,84
24534,European Union,2021-01-17,Moderna,43023
24535,European Union,2021-01-17,Oxford/AstraZeneca,445
24536,European Union,2021-01-17,Pfizer/BioNTech,5940105
24537,European Union,2021-01-17,Sinopharm/Beijing,1
24538,European Union,2021-01-17,Sinovac,0
24539,European Union,2021-01-17,Sputnik V,0
24540,European Union,2021-01-18,Johnson&Johnson,84
24541,European Union,2021-01-18,Moderna,51973
24542,European Union,2021-01-18,Oxford/AstraZeneca,451
24543,European Union,2021-01-18,Pfizer/BioNTech,6190519
24544,European Union,2021-01-18,Sinopharm/Beijing,1
24545,European Union,2021-01-18,Sinovac,0
24546,European Union,2021-01-18,Sputnik V,0
24547,European Union,2021-01-19,Johnson&Johnson,84
24548,European Union,2021-01-19,Moderna,63689
24549,European Union,2021-01-19,Oxford/AstraZeneca,504
24550,European Union,2021-01-19,Pfizer/BioNTech,6513857
24551,European Union,2021-01-19,Sinopharm/Beijing,1
24552,European Union,2021-01-19,Sinovac,0
24553,European Union,2021-01-19,Sputnik V,0
24554,European Union,2021-01-20,Johnson&Johnson,84
24555,European Union,2021-01-20,Moderna,76956
24556,European Union,2021-01-20,Oxford/AstraZeneca,509
24557,European Union,2021-01-20,Pfizer/BioNTech,6858164
24558,European Union,2021-01-20,Sinopharm/Beijing,1
24559,European Union,2021-01-20,Sinovac,0
24560,European Union,2021-01-20,Sputnik V,0
24561,European Union,2021-01-21,Johnson&Johnson,85
24562,European Union,2021-01-21,Moderna,89212
24563,European Union,2021-01-21,Oxford/AstraZeneca,513
24564,European Union,2021-01-21,Pfizer/BioNTech,7203876
24565,European Union,2021-01-21,Sinopharm/Beijing,1
24566,European Union,2021-01-21,Sinovac,0
24567,European Union,2021-01-21,Sputnik V,0
24568,European Union,2021-01-22,Johnson&Johnson,88
24569,European Union,2021-01-22,Moderna,138527
24570,European Union,2021-01-22,Oxford/AstraZeneca,800
24571,European Union,2021-01-22,Pfizer/BioNTech,8929794
24572,European Union,2021-01-22,Sinopharm/Beijing,2
24573,European Union,2021-01-22,Sinovac,0
24574,European Union,2021-01-22,Sputnik V,0
24575,European Union,2021-01-23,Johnson&Johnson,88
24576,European Union,2021-01-23,Moderna,141839
24577,European Union,2021-01-23,Oxford/AstraZeneca,809
24578,European Union,2021-01-23,Pfizer/BioNTech,9128686
24579,European Union,2021-01-23,Sinopharm/Beijing,2
24580,European Union,2021-01-23,Sinovac,0
24581,European Union,2021-01-23,Sputnik V,0
24582,European Union,2021-01-24,Johnson&Johnson,88
24583,European Union,2021-01-24,Moderna,143119
24584,European Union,2021-01-24,Oxford/AstraZeneca,813
24585,European Union,2021-01-24,Pfizer/BioNTech,9249560
24586,European Union,2021-01-24,Sinopharm/Beijing,2
24587,European Union,2021-01-24,Sinovac,0
24588,European Union,2021-01-24,Sputnik V,0
24589,European Union,2021-01-25,Johnson&Johnson,89
24590,European Union,2021-01-25,Moderna,149315
24591,European Union,2021-01-25,Oxford/AstraZeneca,818
24592,European Union,2021-01-25,Pfizer/BioNTech,9535163
24593,European Union,2021-01-25,Sinopharm/Beijing,3
24594,European Union,2021-01-25,Sinovac,0
24595,European Union,2021-01-25,Sputnik V,0
24596,European Union,2021-01-26,Johnson&Johnson,89
24597,European Union,2021-01-26,Moderna,155723
24598,European Union,2021-01-26,Oxford/AstraZeneca,826
24599,European Union,2021-01-26,Pfizer/BioNTech,9870968
24600,European Union,2021-01-26,Sinopharm/Beijing,3
24601,European Union,2021-01-26,Sinovac,0
24602,European Union,2021-01-26,Sputnik V,0
24603,European Union,2021-01-27,Johnson&Johnson,91
24604,European Union,2021-01-27,Moderna,162251
24605,European Union,2021-01-27,Oxford/AstraZeneca,836
24606,European Union,2021-01-27,Pfizer/BioNTech,10214679
24607,European Union,2021-01-27,Sinopharm/Beijing,3
24608,European Union,2021-01-27,Sinovac,0
24609,European Union,2021-01-27,Sputnik V,0
24610,European Union,2021-01-28,Johnson&Johnson,92
24611,European Union,2021-01-28,Moderna,168664
24612,European Union,2021-01-28,Oxford/AstraZeneca,841
24613,European Union,2021-01-28,Pfizer/BioNTech,10586525
24614,European Union,2021-01-28,Sinopharm/Beijing,3
24615,European Union,2021-01-28,Sinovac,0
24616,European Union,2021-01-28,Sputnik V,0
24617,European Union,2021-01-29,Johnson&Johnson,96
24618,European Union,2021-01-29,Moderna,202350
24619,European Union,2021-01-29,Oxford/AstraZeneca,1273
24620,European Union,2021-01-29,Pfizer/BioNTech,12747213
24621,European Union,2021-01-29,Sinopharm/Beijing,3
24622,European Union,2021-01-29,Sinovac,0
24623,European Union,2021-01-29,Sputnik V,0
24624,European Union,2021-01-30,Johnson&Johnson,98
24625,European Union,2021-01-30,Moderna,204855
24626,European Union,2021-01-30,Oxford/AstraZeneca,1282
24627,European Union,2021-01-30,Pfizer/BioNTech,12984707
24628,European Union,2021-01-30,Sinopharm/Beijing,3
24629,European Union,2021-01-30,Sinovac,0
24630,European Union,2021-01-30,Sputnik V,0
24631,European Union,2021-01-31,Johnson&Johnson,99
24632,European Union,2021-01-31,Moderna,205500
24633,European Union,2021-01-31,Oxford/AstraZeneca,1291
24634,European Union,2021-01-31,Pfizer/BioNTech,13129504
24635,European Union,2021-01-31,Sinopharm/Beijing,3
24636,European Union,2021-01-31,Sinovac,0
24637,European Union,2021-01-31,Sputnik V,0
24638,European Union,2021-02-01,Johnson&Johnson,100
24639,European Union,2021-02-01,Moderna,211945
24640,European Union,2021-02-01,Oxford/AstraZeneca,1350
24641,European Union,2021-02-01,Pfizer/BioNTech,13447110
24642,European Union,2021-02-01,Sinopharm/Beijing,3
24643,European Union,2021-02-01,Sinovac,0
24644,European Union,2021-02-01,Sputnik V,0
24645,European Union,2021-02-02,Johnson&Johnson,103
24646,European Union,2021-02-02,Moderna,221171
24647,European Union,2021-02-02,Oxford/AstraZeneca,1403
24648,European Union,2021-02-02,Pfizer/BioNTech,13809961
24649,European Union,2021-02-02,Sinopharm/Beijing,3
24650,European Union,2021-02-02,Sinovac,0
24651,European Union,2021-02-02,Sputnik V,0
24652,European Union,2021-02-03,Johnson&Johnson,103
24653,European Union,2021-02-03,Moderna,235166
24654,European Union,2021-02-03,Oxford/AstraZeneca,1431
24655,European Union,2021-02-03,Pfizer/BioNTech,14209184
24656,European Union,2021-02-03,Sinopharm/Beijing,3
24657,European Union,2021-02-03,Sinovac,0
24658,European Union,2021-02-03,Sputnik V,0
24659,European Union,2021-02-04,Johnson&Johnson,107
24660,European Union,2021-02-04,Moderna,255373
24661,European Union,2021-02-04,Oxford/AstraZeneca,1441
24662,European Union,2021-02-04,Pfizer/BioNTech,14606499
24663,European Union,2021-02-04,Sinopharm/Beijing,3
24664,European Union,2021-02-04,Sinovac,0
24665,European Union,2021-02-04,Sputnik V,0
24666,European Union,2021-02-05,Johnson&Johnson,134
24667,European Union,2021-02-05,Moderna,355536
24668,European Union,2021-02-05,Oxford/AstraZeneca,2008
24669,European Union,2021-02-05,Pfizer/BioNTech,17010752
24670,European Union,2021-02-05,Sinopharm/Beijing,4
24671,European Union,2021-02-05,Sinovac,0
24672,European Union,2021-02-05,Sputnik V,0
24673,European Union,2021-02-06,Johnson&Johnson,136
24674,European Union,2021-02-06,Moderna,370767
24675,European Union,2021-02-06,Oxford/AstraZeneca,3735
24676,European Union,2021-02-06,Pfizer/BioNTech,17223032
24677,European Union,2021-02-06,Sinopharm/Beijing,4
24678,European Union,2021-02-06,Sinovac,0
24679,European Union,2021-02-06,Sputnik V,0
24680,European Union,2021-02-07,Johnson&Johnson,138
24681,European Union,2021-02-07,Moderna,382324
24682,European Union,2021-02-07,Oxford/AstraZeneca,5165
24683,European Union,2021-02-07,Pfizer/BioNTech,17335304
24684,European Union,2021-02-07,Sinopharm/Beijing,4
24685,European Union,2021-02-07,Sinovac,0
24686,European Union,2021-02-07,Sputnik V,0
24687,European Union,2021-02-08,Johnson&Johnson,141
24688,European Union,2021-02-08,Moderna,401794
24689,European Union,2021-02-08,Oxford/AstraZeneca,7978
24690,European Union,2021-02-08,Pfizer/BioNTech,17633414
24691,European Union,2021-02-08,Sinopharm/Beijing,4
24692,European Union,2021-02-08,Sinovac,0
24693,European Union,2021-02-08,Sputnik V,0
24694,European Union,2021-02-09,Johnson&Johnson,141
24695,European Union,2021-02-09,Moderna,423816
24696,European Union,2021-02-09,Oxford/AstraZeneca,14984
24697,European Union,2021-02-09,Pfizer/BioNTech,18000668
24698,European Union,2021-02-09,Sinopharm/Beijing,4
24699,European Union,2021-02-09,Sinovac,0
24700,European Union,2021-02-09,Sputnik V,0
24701,European Union,2021-02-10,Johnson&Johnson,142
24702,European Union,2021-02-10,Moderna,446449
24703,European Union,2021-02-10,Oxford/AstraZeneca,33404
24704,European Union,2021-02-10,Pfizer/BioNTech,18396145
24705,European Union,2021-02-10,Sinopharm/Beijing,4
24706,European Union,2021-02-10,Sinovac,0
24707,European Union,2021-02-10,Sputnik V,0
24708,European Union,2021-02-11,Johnson&Johnson,144
24709,European Union,2021-02-11,Moderna,474707
24710,European Union,2021-02-11,Oxford/AstraZeneca,67756
24711,European Union,2021-02-11,Pfizer/BioNTech,18802515
24712,European Union,2021-02-11,Sinopharm/Beijing,4
24713,European Union,2021-02-11,Sinovac,0
24714,European Union,2021-02-11,Sputnik V,0
24715,European Union,2021-02-12,Johnson&Johnson,153
24716,European Union,2021-02-12,Moderna,631448
24717,European Union,2021-02-12,Oxford/AstraZeneca,277663
24718,European Union,2021-02-12,Pfizer/BioNTech,21036161
24719,European Union,2021-02-12,Sinopharm/Beijing,4
24720,European Union,2021-02-12,Sinovac,0
24721,European Union,2021-02-12,Sputnik V,2385
24722,European Union,2021-02-13,Johnson&Johnson,154
24723,European Union,2021-02-13,Moderna,646026
24724,European Union,2021-02-13,Oxford/AstraZeneca,300826
24725,European Union,2021-02-13,Pfizer/BioNTech,21241336
24726,European Union,2021-02-13,Sinopharm/Beijing,4
24727,European Union,2021-02-13,Sinovac,0
24728,European Union,2021-02-13,Sputnik V,2385
24729,European Union,2021-02-14,Johnson&Johnson,156
24730,European Union,2021-02-14,Moderna,653680
24731,European Union,2021-02-14,Oxford/AstraZeneca,316469
24732,European Union,2021-02-14,Pfizer/BioNTech,21358044
24733,European Union,2021-02-14,Sinopharm/Beijing,5
24734,European Union,2021-02-14,Sinovac,0
24735,European Union,2021-02-14,Sputnik V,2385
24736,European Union,2021-02-15,Johnson&Johnson,167
24737,European Union,2021-02-15,Moderna,674398
24738,European Union,2021-02-15,Oxford/AstraZeneca,357673
24739,European Union,2021-02-15,Pfizer/BioNTech,21653239
24740,European Union,2021-02-15,Sinopharm/Beijing,6
24741,European Union,2021-02-15,Sinovac,0
24742,European Union,2021-02-15,Sputnik V,2385
24743,European Union,2021-02-16,Johnson&Johnson,168
24744,European Union,2021-02-16,Moderna,702186
24745,European Union,2021-02-16,Oxford/AstraZeneca,408416
24746,European Union,2021-02-16,Pfizer/BioNTech,21989108
24747,European Union,2021-02-16,Sinopharm/Beijing,6
24748,European Union,2021-02-16,Sinovac,0
24749,European Union,2021-02-16,Sputnik V,2385
24750,European Union,2021-02-17,Johnson&Johnson,172
24751,European Union,2021-02-17,Moderna,735010
24752,European Union,2021-02-17,Oxford/AstraZeneca,466469
24753,European Union,2021-02-17,Pfizer/BioNTech,22347500
24754,European Union,2021-02-17,Sinopharm/Beijing,6
24755,European Union,2021-02-17,Sinovac,0
24756,European Union,2021-02-17,Sputnik V,2385
24757,European Union,2021-02-18,Johnson&Johnson,178
24758,European Union,2021-02-18,Moderna,766011
24759,European Union,2021-02-18,Oxford/AstraZeneca,535245
